selector,pass5,train_seconds,score_seconds_total,score_seconds_per_query,api_cost_per_query
feature_only_logistic_router,0.7743362831858407,1.8239706971216947,0.06974969385191798,0.0003086269639465397,0.0
ridge_feature_router,0.7920353982300885,1.0664398269727826,0.05959436693228781,0.00026369188908091954,0.0
tree_hgb_router,0.8141592920353983,7.445422246819362,0.10757049801759422,0.00047597565494510716,0.0
extra_trees_router,0.8362831858407079,1.9550554479938,0.21402995893731713,0.0009470352165368014,0.0
query_tfidf_logistic_router,0.7831858407079646,12.538164697121829,1.2385607939213514,0.0054803574952272185,0.0
pairwise_ranking_router,0.8008849557522124,10.074463136028498,5.107686431147158,0.02260038243870424,0.0
