control_type,n_pairs,selected_correct_rate,control_correct_rate,delta_correct,abs_tcr_delta_median,abs_reconstruction_delta_median,selected_departure_median,control_departure_median,selected_stability_guard_median,control_stability_guard_median
reconstruction_tcr_matched,1503,0.6081170991350632,0.6001330671989354,0.007984031936127744,0.09999999999999432,0.01338499999999998,-0.535898877613584,-0.2382066528362149,1.2271229089548474,1.782935150752958
too_conservative,1503,0.6081170991350632,0.6187624750499002,-0.010645375914836993,2.3799999999999955,0.01338499999999998,-0.535898877613584,-1.5563265106644137,1.2271229089548474,1.7832481793851584
too_disruptive,1503,0.6081170991350632,0.603459747172322,0.004657351962741184,0.37999999999999545,0.017124000000000028,-0.535898877613584,2.3783610820145555,1.2271229089548474,0.8531779733682578
role_shuffled,1503,0.6081170991350632,0.6154357950765137,-0.007318695941450432,4.670000000000002,0.10853800000000002,-0.535898877613584,0.3960071706720456,1.2271229089548474,0.7411133283465127
