diff,ci_low,ci_high,p_boot,n,contrast
-0.20333333333333334,-0.25666666666666665,-0.15,0.0,300,Cached top-1 - cached raw
0.07333333333333333,0.023333333333333334,0.12333333333333334,0.0038,300,Cached top-5 - cached raw
-0.056666666666666664,-0.09666666666666666,-0.016666666666666666,0.0074,300,Live top-1 - live raw
0.09333333333333334,0.056666666666666664,0.13,0.0,300,Live top-5 - live raw
0.15,0.11,0.19,0.0,300,Live top-5 - live top-1
