term,coefficient
phase_departure_z,-0.04588642128883462
phase_stability_fidelity_z,0.17345497426470988
departure_sq,-2.6531461474476952e-05
stability_sq,-0.06283907823633017
interaction,0.014579025989194118
candidate_auc,0.5477915867052664
