departure_center,stability_fidelity_center,radius,train_correctness,train_n,diff,ci_low,ci_high,p_boot,n,contrast
-3.644119064401817,0.3520347328671939,0.9,0.7868217054263565,258,0.04361719336648729,-0.013689020719093803,0.1005349179949958,0.138,43,best_train_region_minus_outside_on_test
